Date,Price,Stock
1992-09-23,12.3532,PPL US Equity
1992-09-24,12.5272,PPL US Equity
1992-09-25,12.5852,PPL US Equity
1992-09-28,12.6431,PPL US Equity
1992-09-29,12.7591,PPL US Equity
1992-09-30,12.7591,PPL US Equity
1992-10-01,12.7591,PPL US Equity
1992-10-02,12.7011,PPL US Equity
1992-10-05,12.5852,PPL US Equity
1992-10-06,12.5852,PPL US Equity
1992-10-07,12.4692,PPL US Equity
1992-10-08,12.4112,PPL US Equity
1992-10-09,12.2372,PPL US Equity
1992-10-12,12.4692,PPL US Equity
1992-10-13,12.4692,PPL US Equity
1992-10-14,12.4692,PPL US Equity
1992-10-15,12.5852,PPL US Equity
1992-10-16,12.5852,PPL US Equity
1992-10-19,12.5272,PPL US Equity
1992-10-20,12.4112,PPL US Equity
1992-10-21,12.3532,PPL US Equity
1992-10-22,12.2372,PPL US Equity
1992-10-23,12.2952,PPL US Equity
1992-10-26,12.4692,PPL US Equity
1992-10-27,12.3532,PPL US Equity
1992-10-28,12.4692,PPL US Equity
1992-10-29,12.5272,PPL US Equity
1992-10-30,12.5852,PPL US Equity
1992-11-02,12.5272,PPL US Equity
1992-11-03,12.5272,PPL US Equity
1992-11-04,12.2952,PPL US Equity
1992-11-05,12.2372,PPL US Equity
1992-11-06,12.1792,PPL US Equity
1992-11-09,12.1212,PPL US Equity
1992-11-10,12.2372,PPL US Equity
1992-11-11,12.3532,PPL US Equity
1992-11-12,12.2952,PPL US Equity
1992-11-13,12.3532,PPL US Equity
1992-11-16,12.3532,PPL US Equity
1992-11-17,12.4692,PPL US Equity
1992-11-18,12.6431,PPL US Equity
1992-11-19,12.5852,PPL US Equity
1992-11-20,12.4112,PPL US Equity
1992-11-23,12.5272,PPL US Equity
1992-11-24,12.4692,PPL US Equity
1992-11-25,12.5272,PPL US Equity
1992-11-27,12.6431,PPL US Equity
1992-11-30,12.7011,PPL US Equity
1992-12-01,12.5852,PPL US Equity
1992-12-02,12.5272,PPL US Equity
1992-12-03,12.4692,PPL US Equity
1992-12-04,12.1792,PPL US Equity
1992-12-07,12.2952,PPL US Equity
1992-12-08,12.3532,PPL US Equity
1992-12-09,12.2952,PPL US Equity
1992-12-10,12.2372,PPL US Equity
1992-12-11,12.2372,PPL US Equity
1992-12-14,12.2952,PPL US Equity
1992-12-15,12.3532,PPL US Equity
1992-12-16,12.4692,PPL US Equity
1992-12-17,12.5272,PPL US Equity
1992-12-18,12.5852,PPL US Equity
1992-12-21,12.5272,PPL US Equity
1992-12-22,12.7011,PPL US Equity
1992-12-23,12.8751,PPL US Equity
1992-12-24,12.9331,PPL US Equity
1992-12-28,12.8751,PPL US Equity
1992-12-29,12.8751,PPL US Equity
1992-12-30,12.6431,PPL US Equity
1992-12-31,12.6431,PPL US Equity
1993-01-04,12.5272,PPL US Equity
1993-01-05,12.5852,PPL US Equity
1993-01-06,12.6431,PPL US Equity
1993-01-07,12.5272,PPL US Equity
1993-01-08,12.4112,PPL US Equity
1993-01-11,12.5272,PPL US Equity
1993-01-12,12.5272,PPL US Equity
1993-01-13,12.6431,PPL US Equity
1993-01-14,12.6431,PPL US Equity
1993-01-15,12.7011,PPL US Equity
1993-01-18,12.7591,PPL US Equity
1993-01-19,12.8171,PPL US Equity
1993-01-20,12.7591,PPL US Equity
1993-01-21,12.7011,PPL US Equity
1993-01-22,12.7591,PPL US Equity
1993-01-25,12.9331,PPL US Equity
1993-01-26,12.8751,PPL US Equity
1993-01-27,12.8171,PPL US Equity
1993-01-28,12.7591,PPL US Equity
1993-01-29,12.9331,PPL US Equity
1993-02-01,13.0491,PPL US Equity
1993-02-02,13.1071,PPL US Equity
1993-02-03,13.2811,PPL US Equity
1993-02-04,13.3391,PPL US Equity
1993-02-05,13.3391,PPL US Equity
1993-02-08,13.3391,PPL US Equity
1993-02-09,13.3391,PPL US Equity
1993-02-10,13.3391,PPL US Equity
1993-02-11,13.3391,PPL US Equity
1993-02-12,13.3391,PPL US Equity
1993-02-16,13.3971,PPL US Equity
1993-02-17,13.2811,PPL US Equity
1993-02-18,13.2231,PPL US Equity
1993-02-19,13.6291,PPL US Equity
1993-02-22,13.7451,PPL US Equity
1993-02-23,13.8031,PPL US Equity
1993-02-24,13.9191,PPL US Equity
1993-02-25,13.9191,PPL US Equity
1993-02-26,13.9771,PPL US Equity
1993-03-01,14.151,PPL US Equity
1993-03-02,14.151,PPL US Equity
1993-03-03,14.151,PPL US Equity
1993-03-04,13.8611,PPL US Equity
1993-03-05,13.8031,PPL US Equity
1993-03-08,13.9191,PPL US Equity
1993-03-09,13.6871,PPL US Equity
1993-03-10,13.6871,PPL US Equity
1993-03-11,13.6871,PPL US Equity
1993-03-12,13.6291,PPL US Equity
1993-03-15,13.5131,PPL US Equity
1993-03-16,13.8031,PPL US Equity
1993-03-17,13.7451,PPL US Equity
1993-03-18,13.8611,PPL US Equity
1993-03-19,13.8031,PPL US Equity
1993-03-22,13.7451,PPL US Equity
1993-03-23,13.8031,PPL US Equity
1993-03-24,13.8031,PPL US Equity
1993-03-25,13.8611,PPL US Equity
1993-03-26,13.9191,PPL US Equity
1993-03-29,13.9191,PPL US Equity
1993-03-30,13.8031,PPL US Equity
1993-03-31,13.8611,PPL US Equity
1993-04-01,13.8611,PPL US Equity
1993-04-02,13.8611,PPL US Equity
1993-04-05,13.8611,PPL US Equity
1993-04-06,13.9191,PPL US Equity
1993-04-07,13.8611,PPL US Equity
1993-04-08,13.7451,PPL US Equity
1993-04-12,13.8611,PPL US Equity
1993-04-13,14.209,PPL US Equity
1993-04-14,14.151,PPL US Equity
1993-04-15,14.0351,PPL US Equity
1993-04-16,14.151,PPL US Equity
1993-04-19,14.0351,PPL US Equity
1993-04-20,13.9771,PPL US Equity
1993-04-21,13.9771,PPL US Equity
1993-04-22,13.8611,PPL US Equity
1993-04-23,13.7451,PPL US Equity
1993-04-26,13.6871,PPL US Equity
1993-04-27,13.6291,PPL US Equity
1993-04-28,13.6871,PPL US Equity
1993-04-29,13.8031,PPL US Equity
1993-04-30,13.8031,PPL US Equity
1993-05-03,13.9191,PPL US Equity
1993-05-04,14.0351,PPL US Equity
1993-05-05,13.9191,PPL US Equity
1993-05-06,13.9191,PPL US Equity
1993-05-07,13.9191,PPL US Equity
1993-05-10,13.8031,PPL US Equity
1993-05-11,13.8611,PPL US Equity
1993-05-12,13.8611,PPL US Equity
1993-05-13,13.7451,PPL US Equity
1993-05-14,13.5711,PPL US Equity
1993-05-17,13.2811,PPL US Equity
1993-05-18,13.2811,PPL US Equity
1993-05-19,13.3971,PPL US Equity
1993-05-20,13.3971,PPL US Equity
1993-05-21,13.3391,PPL US Equity
1993-05-24,13.4551,PPL US Equity
1993-05-25,13.3971,PPL US Equity
1993-05-26,13.5711,PPL US Equity
1993-05-27,13.6291,PPL US Equity
1993-05-28,13.8031,PPL US Equity
1993-06-01,13.8031,PPL US Equity
1993-06-02,13.7451,PPL US Equity
1993-06-03,13.6871,PPL US Equity
1993-06-04,13.3391,PPL US Equity
1993-06-07,13.5131,PPL US Equity
1993-06-08,13.4551,PPL US Equity
1993-06-09,13.5131,PPL US Equity
1993-06-10,13.5711,PPL US Equity
1993-06-11,13.4551,PPL US Equity
1993-06-14,13.5131,PPL US Equity
1993-06-15,13.5711,PPL US Equity
1993-06-16,13.3971,PPL US Equity
1993-06-17,13.4551,PPL US Equity
1993-06-18,13.3971,PPL US Equity
1993-06-21,13.4551,PPL US Equity
1993-06-22,13.5131,PPL US Equity
1993-06-23,13.6291,PPL US Equity
1993-06-24,13.6871,PPL US Equity
1993-06-25,13.7451,PPL US Equity
1993-06-28,13.9771,PPL US Equity
1993-06-29,13.8611,PPL US Equity
1993-06-30,13.6291,PPL US Equity
1993-07-01,13.8611,PPL US Equity
1993-07-02,13.9771,PPL US Equity
1993-07-06,13.8031,PPL US Equity
1993-07-07,13.8031,PPL US Equity
1993-07-08,13.9191,PPL US Equity
1993-07-09,13.9191,PPL US Equity
1993-07-12,13.8611,PPL US Equity
1993-07-13,13.8611,PPL US Equity
1993-07-14,13.9191,PPL US Equity
1993-07-15,13.8031,PPL US Equity
1993-07-16,13.8611,PPL US Equity
1993-07-19,13.8611,PPL US Equity
1993-07-20,13.7451,PPL US Equity
1993-07-21,13.8031,PPL US Equity
1993-07-22,13.8611,PPL US Equity
1993-07-23,13.9191,PPL US Equity
1993-07-26,13.9191,PPL US Equity
1993-07-27,13.8611,PPL US Equity
1993-07-28,13.9771,PPL US Equity
1993-07-29,14.0351,PPL US Equity
1993-07-30,14.0351,PPL US Equity
1993-08-02,14.093,PPL US Equity
1993-08-03,14.151,PPL US Equity
1993-08-04,14.209,PPL US Equity
1993-08-05,14.151,PPL US Equity
1993-08-06,14.151,PPL US Equity
1993-08-09,14.267,PPL US Equity
1993-08-10,14.209,PPL US Equity
1993-08-11,14.267,PPL US Equity
1993-08-12,14.151,PPL US Equity
1993-08-13,14.151,PPL US Equity
1993-08-16,14.151,PPL US Equity
1993-08-17,14.267,PPL US Equity
1993-08-18,14.151,PPL US Equity
1993-08-19,14.151,PPL US Equity
1993-08-20,14.093,PPL US Equity
1993-08-23,14.151,PPL US Equity
1993-08-24,14.093,PPL US Equity
1993-08-25,14.0351,PPL US Equity
1993-08-26,14.151,PPL US Equity
1993-08-27,14.093,PPL US Equity
1993-08-30,14.151,PPL US Equity
1993-08-31,14.209,PPL US Equity
1993-09-01,14.267,PPL US Equity
1993-09-02,14.383,PPL US Equity
1993-09-03,14.151,PPL US Equity
1993-09-07,14.0351,PPL US Equity
1993-09-08,13.9771,PPL US Equity
1993-09-09,13.9191,PPL US Equity
1993-09-10,13.9771,PPL US Equity
1993-09-13,14.151,PPL US Equity
1993-09-14,14.209,PPL US Equity
1993-09-15,14.209,PPL US Equity
1993-09-16,14.209,PPL US Equity
1993-09-17,14.383,PPL US Equity
1993-09-20,14.151,PPL US Equity
1993-09-21,13.9771,PPL US Equity
1993-09-22,13.9771,PPL US Equity
1993-09-23,14.093,PPL US Equity
1993-09-24,13.9771,PPL US Equity
1993-09-27,14.0351,PPL US Equity
1993-09-28,13.9771,PPL US Equity
1993-09-29,14.0351,PPL US Equity
1993-09-30,14.0351,PPL US Equity
1993-10-01,13.8611,PPL US Equity
1993-10-04,13.8611,PPL US Equity
1993-10-05,13.8031,PPL US Equity
1993-10-06,13.8031,PPL US Equity
1993-10-07,13.6871,PPL US Equity
1993-10-08,13.6291,PPL US Equity
1993-10-11,13.6291,PPL US Equity
1993-10-12,13.5711,PPL US Equity
1993-10-13,13.5711,PPL US Equity
1993-10-14,13.6291,PPL US Equity
1993-10-15,13.6871,PPL US Equity
1993-10-18,13.5131,PPL US Equity
1993-10-19,13.5711,PPL US Equity
1993-10-20,13.6291,PPL US Equity
1993-10-21,13.5131,PPL US Equity
1993-10-22,13.5711,PPL US Equity
1993-10-25,13.3391,PPL US Equity
1993-10-26,13.2811,PPL US Equity
1993-10-27,13.4551,PPL US Equity
1993-10-28,13.4551,PPL US Equity
1993-10-29,13.5711,PPL US Equity
1993-11-01,13.4551,PPL US Equity
1993-11-02,13.1071,PPL US Equity
1993-11-03,12.8751,PPL US Equity
1993-11-04,12.4112,PPL US Equity
1993-11-05,12.7011,PPL US Equity
1993-11-08,12.7011,PPL US Equity
1993-11-09,12.5272,PPL US Equity
1993-11-10,12.4112,PPL US Equity
1993-11-11,12.2952,PPL US Equity
1993-11-12,12.4692,PPL US Equity
1993-11-15,12.2952,PPL US Equity
1993-11-16,12.4692,PPL US Equity
1993-11-17,12.5272,PPL US Equity
1993-11-18,12.4112,PPL US Equity
1993-11-19,12.3532,PPL US Equity
1993-11-22,12.4112,PPL US Equity
1993-11-23,12.6431,PPL US Equity
1993-11-24,12.5852,PPL US Equity
1993-11-26,12.7011,PPL US Equity
1993-11-29,12.8171,PPL US Equity
1993-11-30,12.4692,PPL US Equity
1993-12-01,12.5852,PPL US Equity
1993-12-02,12.5272,PPL US Equity
1993-12-03,12.5272,PPL US Equity
1993-12-06,12.1792,PPL US Equity
1993-12-07,12.2952,PPL US Equity
1993-12-08,12.4112,PPL US Equity
1993-12-09,12.4112,PPL US Equity
1993-12-10,12.4692,PPL US Equity
1993-12-13,12.4112,PPL US Equity
1993-12-14,12.3532,PPL US Equity
1993-12-15,12.3532,PPL US Equity
1993-12-16,12.4112,PPL US Equity
1993-12-17,12.6431,PPL US Equity
1993-12-20,12.6431,PPL US Equity
1993-12-21,12.5852,PPL US Equity
1993-12-22,12.6431,PPL US Equity
1993-12-23,12.6431,PPL US Equity
1993-12-27,12.5852,PPL US Equity
1993-12-28,12.7011,PPL US Equity
1993-12-29,12.6431,PPL US Equity
1993-12-30,12.5272,PPL US Equity
1993-12-31,12.5272,PPL US Equity
1994-01-03,12.4692,PPL US Equity
1994-01-04,12.5272,PPL US Equity
1994-01-05,12.4112,PPL US Equity
1994-01-06,12.2372,PPL US Equity
1994-01-07,12.2952,PPL US Equity
1994-01-10,12.3532,PPL US Equity
1994-01-11,12.2372,PPL US Equity
1994-01-12,12.1792,PPL US Equity
1994-01-13,12.0632,PPL US Equity
1994-01-14,12.1792,PPL US Equity
1994-01-17,12.0632,PPL US Equity
1994-01-18,11.9472,PPL US Equity
1994-01-19,11.8312,PPL US Equity
1994-01-20,11.8312,PPL US Equity
1994-01-21,11.8312,PPL US Equity
1994-01-24,11.6572,PPL US Equity
1994-01-25,11.5992,PPL US Equity
1994-01-26,11.9472,PPL US Equity
1994-01-27,11.9472,PPL US Equity
1994-01-28,11.8892,PPL US Equity
1994-01-31,11.7152,PPL US Equity
1994-02-01,11.6572,PPL US Equity
1994-02-02,11.8312,PPL US Equity
1994-02-03,11.6572,PPL US Equity
1994-02-04,11.3092,PPL US Equity
1994-02-07,11.3672,PPL US Equity
1994-02-08,11.4832,PPL US Equity
1994-02-09,11.4832,PPL US Equity
1994-02-10,11.3092,PPL US Equity
1994-02-11,11.3672,PPL US Equity
1994-02-14,11.1932,PPL US Equity
1994-02-15,11.1352,PPL US Equity
1994-02-16,11.1932,PPL US Equity
1994-02-17,11.0193,PPL US Equity
1994-02-18,10.9033,PPL US Equity
1994-02-22,11.1352,PPL US Equity
1994-02-23,11.1352,PPL US Equity
1994-02-24,11.0193,PPL US Equity
1994-02-25,11.1932,PPL US Equity
1994-02-28,11.1932,PPL US Equity
1994-03-01,11.0773,PPL US Equity
1994-03-02,11.1352,PPL US Equity
1994-03-03,11.3092,PPL US Equity
1994-03-04,10.9613,PPL US Equity
1994-03-07,11.0773,PPL US Equity
1994-03-08,11.0193,PPL US Equity
1994-03-09,10.9033,PPL US Equity
1994-03-10,11.0193,PPL US Equity
1994-03-11,10.9033,PPL US Equity
1994-03-14,10.7873,PPL US Equity
1994-03-15,10.9033,PPL US Equity
1994-03-16,11.0193,PPL US Equity
1994-03-17,11.0193,PPL US Equity
1994-03-18,10.9033,PPL US Equity
1994-03-21,10.7873,PPL US Equity
1994-03-22,10.9033,PPL US Equity
1994-03-23,10.9033,PPL US Equity
1994-03-24,10.8453,PPL US Equity
1994-03-25,10.9613,PPL US Equity
1994-03-28,11.0193,PPL US Equity
1994-03-29,10.9613,PPL US Equity
1994-03-30,10.7293,PPL US Equity
1994-03-31,10.6713,PPL US Equity
1994-04-04,10.7293,PPL US Equity
1994-04-05,10.9033,PPL US Equity
1994-04-06,10.9033,PPL US Equity
1994-04-07,10.9033,PPL US Equity
1994-04-08,10.9033,PPL US Equity
1994-04-11,10.8453,PPL US Equity
1994-04-12,10.8453,PPL US Equity
1994-04-13,10.8453,PPL US Equity
1994-04-14,10.7873,PPL US Equity
1994-04-15,10.8453,PPL US Equity
1994-04-18,10.8453,PPL US Equity
1994-04-19,10.9613,PPL US Equity
1994-04-20,11.2512,PPL US Equity
1994-04-21,11.4832,PPL US Equity
1994-04-22,11.5412,PPL US Equity
1994-04-25,11.4832,PPL US Equity
1994-04-26,11.4832,PPL US Equity
1994-04-28,11.3672,PPL US Equity
1994-04-29,11.4252,PPL US Equity
1994-05-02,11.3672,PPL US Equity
1994-05-03,11.2512,PPL US Equity
1994-05-04,11.2512,PPL US Equity
1994-05-05,11.1932,PPL US Equity
1994-05-06,10.8453,PPL US Equity
1994-05-09,10.6713,PPL US Equity
1994-05-10,10.5553,PPL US Equity
1994-05-11,10.3813,PPL US Equity
1994-05-12,10.3233,PPL US Equity
1994-05-13,10.3233,PPL US Equity
1994-05-16,10.4393,PPL US Equity
1994-05-17,10.3813,PPL US Equity
1994-05-18,10.6133,PPL US Equity
1994-05-19,10.6133,PPL US Equity
1994-05-20,10.4393,PPL US Equity
1994-05-23,10.4393,PPL US Equity
1994-05-24,10.4393,PPL US Equity
1994-05-25,10.3233,PPL US Equity
1994-05-26,10.4973,PPL US Equity
1994-05-27,10.4393,PPL US Equity
1994-05-31,10.2653,PPL US Equity
1994-06-01,10.2073,PPL US Equity
1994-06-02,10.2073,PPL US Equity
1994-06-03,10.1493,PPL US Equity
1994-06-06,9.9753,PPL US Equity
1994-06-07,9.9753,PPL US Equity
1994-06-08,9.8593,PPL US Equity
1994-06-09,9.7433,PPL US Equity
1994-06-10,9.8013,PPL US Equity
1994-06-13,9.8593,PPL US Equity
1994-06-14,9.8013,PPL US Equity
1994-06-15,9.6853,PPL US Equity
1994-06-16,9.6274,PPL US Equity
1994-06-17,9.5114,PPL US Equity
1994-06-20,9.3954,PPL US Equity
1994-06-21,9.3374,PPL US Equity
1994-06-22,9.3954,PPL US Equity
1994-06-23,9.2794,PPL US Equity
1994-06-24,9.2794,PPL US Equity
1994-06-27,9.1634,PPL US Equity
1994-06-28,9.2214,PPL US Equity
1994-06-29,9.1634,PPL US Equity
1994-06-30,9.1054,PPL US Equity
1994-07-01,9.1634,PPL US Equity
1994-07-05,9.1634,PPL US Equity
1994-07-06,9.1054,PPL US Equity
1994-07-07,9.2794,PPL US Equity
1994-07-08,9.3954,PPL US Equity
1994-07-11,9.2794,PPL US Equity
1994-07-12,9.2794,PPL US Equity
1994-07-13,9.2794,PPL US Equity
1994-07-14,9.5114,PPL US Equity
1994-07-15,9.4534,PPL US Equity
1994-07-18,9.5114,PPL US Equity
1994-07-19,9.4534,PPL US Equity
1994-07-20,9.4534,PPL US Equity
1994-07-21,9.4534,PPL US Equity
1994-07-22,9.5694,PPL US Equity
1994-07-25,9.4534,PPL US Equity
1994-07-26,9.4534,PPL US Equity
1994-07-27,9.4534,PPL US Equity
1994-07-28,9.4534,PPL US Equity
1994-07-29,9.5114,PPL US Equity
1994-08-01,9.9173,PPL US Equity
1994-08-02,10.0333,PPL US Equity
1994-08-03,10.1493,PPL US Equity
1994-08-04,10.1493,PPL US Equity
1994-08-05,9.9753,PPL US Equity
1994-08-08,9.8013,PPL US Equity
1994-08-09,9.8013,PPL US Equity
1994-08-10,9.8013,PPL US Equity
1994-08-11,9.6853,PPL US Equity
1994-08-12,9.5694,PPL US Equity
1994-08-15,9.5114,PPL US Equity
1994-08-16,9.6853,PPL US Equity
1994-08-17,9.6853,PPL US Equity
1994-08-18,9.6274,PPL US Equity
1994-08-19,9.5114,PPL US Equity
1994-08-22,9.5694,PPL US Equity
1994-08-23,9.6274,PPL US Equity
1994-08-24,9.7433,PPL US Equity
1994-08-25,9.6274,PPL US Equity
1994-08-26,9.6853,PPL US Equity
1994-08-29,9.7433,PPL US Equity
1994-08-30,9.8013,PPL US Equity
1994-08-31,9.8013,PPL US Equity
1994-09-01,9.7433,PPL US Equity
1994-09-02,9.3954,PPL US Equity
1994-09-06,9.2214,PPL US Equity
1994-09-07,9.2214,PPL US Equity
1994-09-08,9.3374,PPL US Equity
1994-09-09,9.1634,PPL US Equity
1994-09-12,9.1054,PPL US Equity
1994-09-13,9.1054,PPL US Equity
1994-09-14,9.0474,PPL US Equity
1994-09-15,9.1634,PPL US Equity
1994-09-16,9.1054,PPL US Equity
1994-09-19,9.0474,PPL US Equity
1994-09-20,9.0474,PPL US Equity
1994-09-21,8.9894,PPL US Equity
1994-09-22,8.9894,PPL US Equity
1994-09-23,9.0474,PPL US Equity
1994-09-26,9.0474,PPL US Equity
1994-09-27,9.0474,PPL US Equity
1994-09-28,9.1054,PPL US Equity
1994-09-29,9.2214,PPL US Equity
1994-09-30,9.2794,PPL US Equity
1994-10-03,9.2794,PPL US Equity
1994-10-04,9.1634,PPL US Equity
1994-10-05,9.1054,PPL US Equity
1994-10-06,9.1054,PPL US Equity
1994-10-07,9.2214,PPL US Equity
1994-10-10,9.1634,PPL US Equity
1994-10-11,9.2794,PPL US Equity
1994-10-12,9.2794,PPL US Equity
1994-10-13,9.1634,PPL US Equity
1994-10-14,9.2214,PPL US Equity
1994-10-17,9.2794,PPL US Equity
1994-10-18,9.2214,PPL US Equity
1994-10-19,9.1054,PPL US Equity
1994-10-20,9.1634,PPL US Equity
1994-10-21,9.2214,PPL US Equity
1994-10-24,9.0474,PPL US Equity
1994-10-25,8.9894,PPL US Equity
1994-10-26,8.8734,PPL US Equity
1994-10-27,8.9894,PPL US Equity
1994-10-28,9.1054,PPL US Equity
1994-10-31,9.0474,PPL US Equity
1994-11-01,9.0474,PPL US Equity
1994-11-02,9.1054,PPL US Equity
1994-11-03,9.1054,PPL US Equity
1994-11-04,9.0474,PPL US Equity
1994-11-07,9.1634,PPL US Equity
1994-11-08,9.1054,PPL US Equity
1994-11-09,8.9314,PPL US Equity
1994-11-10,8.8734,PPL US Equity
1994-11-11,8.9314,PPL US Equity
1994-11-14,8.9314,PPL US Equity
1994-11-15,8.8154,PPL US Equity
1994-11-16,8.6994,PPL US Equity
1994-11-17,8.8154,PPL US Equity
1994-11-18,8.8154,PPL US Equity
1994-11-21,8.8734,PPL US Equity
1994-11-22,8.9314,PPL US Equity
1994-11-23,9.2214,PPL US Equity
1994-11-25,9.5694,PPL US Equity
1994-11-28,9.3374,PPL US Equity
1994-11-29,9.3374,PPL US Equity
1994-11-30,9.2794,PPL US Equity
1994-12-01,9.1054,PPL US Equity
1994-12-02,9.2214,PPL US Equity
1994-12-05,8.9314,PPL US Equity
1994-12-06,8.9894,PPL US Equity
1994-12-07,8.9894,PPL US Equity
1994-12-08,8.9314,PPL US Equity
1994-12-09,9.1054,PPL US Equity
1994-12-12,9.1054,PPL US Equity
1994-12-13,9.1634,PPL US Equity
1994-12-14,9.2214,PPL US Equity
1994-12-15,9.1634,PPL US Equity
1994-12-16,9.1634,PPL US Equity
1994-12-19,9.1054,PPL US Equity
1994-12-20,9.1634,PPL US Equity
1994-12-21,8.9894,PPL US Equity
1994-12-22,9.1054,PPL US Equity
1994-12-23,8.9894,PPL US Equity
1994-12-27,8.8154,PPL US Equity
1994-12-28,8.9314,PPL US Equity
1994-12-29,8.8734,PPL US Equity
1994-12-30,8.8154,PPL US Equity
1995-01-03,9.0474,PPL US Equity
1995-01-04,9.1054,PPL US Equity
1995-01-05,9.1634,PPL US Equity
1995-01-06,9.1054,PPL US Equity
1995-01-09,9.1634,PPL US Equity
1995-01-10,9.1634,PPL US Equity
1995-01-11,9.1634,PPL US Equity
1995-01-12,9.1634,PPL US Equity
1995-01-13,9.1634,PPL US Equity
1995-01-16,9.3954,PPL US Equity
1995-01-17,9.4534,PPL US Equity
1995-01-18,9.3374,PPL US Equity
1995-01-19,9.2794,PPL US Equity
1995-01-20,9.3374,PPL US Equity
1995-01-23,9.3374,PPL US Equity
1995-01-24,9.4534,PPL US Equity
1995-01-25,9.3954,PPL US Equity
1995-01-26,9.2794,PPL US Equity
1995-01-27,9.3374,PPL US Equity
1995-01-30,9.4534,PPL US Equity
1995-01-31,9.5114,PPL US Equity
1995-02-01,9.6853,PPL US Equity
1995-02-02,9.6274,PPL US Equity
1995-02-03,9.6274,PPL US Equity
1995-02-06,9.5694,PPL US Equity
1995-02-07,9.5694,PPL US Equity
1995-02-08,9.5694,PPL US Equity
1995-02-09,9.5114,PPL US Equity
1995-02-10,9.3954,PPL US Equity
1995-02-13,9.4534,PPL US Equity
1995-02-14,9.4534,PPL US Equity
1995-02-15,9.5114,PPL US Equity
1995-02-16,9.4534,PPL US Equity
1995-02-17,9.4534,PPL US Equity
1995-02-21,9.5694,PPL US Equity
1995-02-22,9.5114,PPL US Equity
1995-02-23,9.5694,PPL US Equity
1995-02-24,9.5114,PPL US Equity
1995-02-27,9.5694,PPL US Equity
1995-02-28,9.6274,PPL US Equity
1995-03-01,9.5694,PPL US Equity
1995-03-02,9.5114,PPL US Equity
1995-03-03,9.5114,PPL US Equity
1995-03-06,9.1054,PPL US Equity
1995-03-07,9.1634,PPL US Equity
1995-03-08,9.2214,PPL US Equity
1995-03-09,9.2794,PPL US Equity
1995-03-10,9.2214,PPL US Equity
1995-03-13,9.2214,PPL US Equity
1995-03-14,9.2214,PPL US Equity
1995-03-15,9.1634,PPL US Equity
1995-03-16,9.1634,PPL US Equity
1995-03-17,9.1054,PPL US Equity
1995-03-20,9.0474,PPL US Equity
1995-03-21,9.0474,PPL US Equity
1995-03-22,9.0474,PPL US Equity
1995-03-23,9.0474,PPL US Equity
1995-03-24,9.0474,PPL US Equity
1995-03-27,9.0474,PPL US Equity
1995-03-28,8.9894,PPL US Equity
1995-03-29,8.9894,PPL US Equity
1995-03-30,9.1054,PPL US Equity
1995-03-31,9.1054,PPL US Equity
1995-04-03,8.9894,PPL US Equity
1995-04-04,9.0474,PPL US Equity
1995-04-05,9.1054,PPL US Equity
1995-04-06,9.1634,PPL US Equity
1995-04-07,9.2214,PPL US Equity
1995-04-10,9.1634,PPL US Equity
1995-04-11,9.1634,PPL US Equity
1995-04-12,9.1054,PPL US Equity
1995-04-13,8.9894,PPL US Equity
1995-04-17,8.8154,PPL US Equity
1995-04-18,8.6994,PPL US Equity
1995-04-19,8.5834,PPL US Equity
1995-04-20,8.5834,PPL US Equity
1995-04-21,8.5254,PPL US Equity
1995-04-24,8.5254,PPL US Equity
1995-04-25,8.5834,PPL US Equity
1995-04-26,8.6414,PPL US Equity
1995-04-27,8.5834,PPL US Equity
1995-04-28,8.5254,PPL US Equity
1995-05-01,8.4094,PPL US Equity
1995-05-02,8.4674,PPL US Equity
1995-05-03,8.4674,PPL US Equity
1995-05-04,8.4094,PPL US Equity
1995-05-05,8.4674,PPL US Equity
1995-05-08,8.4674,PPL US Equity
1995-05-09,8.4094,PPL US Equity
1995-05-10,8.4094,PPL US Equity
1995-05-11,8.3514,PPL US Equity
1995-05-12,8.4094,PPL US Equity
1995-05-15,8.4674,PPL US Equity
1995-05-16,8.4674,PPL US Equity
1995-05-17,8.4674,PPL US Equity
1995-05-18,8.4094,PPL US Equity
1995-05-19,8.4674,PPL US Equity
1995-05-22,8.4094,PPL US Equity
1995-05-23,8.4674,PPL US Equity
1995-05-24,8.5254,PPL US Equity
1995-05-25,8.7574,PPL US Equity
1995-05-26,8.8154,PPL US Equity
1995-05-30,8.8734,PPL US Equity
1995-05-31,8.9314,PPL US Equity
1995-06-01,8.9894,PPL US Equity
1995-06-02,9.1054,PPL US Equity
1995-06-05,9.1634,PPL US Equity
1995-06-06,8.8154,PPL US Equity
1995-06-07,8.5834,PPL US Equity
1995-06-08,8.6414,PPL US Equity
1995-06-09,8.5834,PPL US Equity
1995-06-12,8.5834,PPL US Equity
1995-06-13,8.6414,PPL US Equity
1995-06-14,8.6994,PPL US Equity
1995-06-15,8.6994,PPL US Equity
1995-06-16,8.6994,PPL US Equity
1995-06-19,8.8154,PPL US Equity
1995-06-20,8.7574,PPL US Equity
1995-06-21,8.8734,PPL US Equity
1995-06-22,8.9894,PPL US Equity
1995-06-23,8.8734,PPL US Equity
1995-06-26,8.8154,PPL US Equity
1995-06-27,8.8734,PPL US Equity
1995-06-28,8.9314,PPL US Equity
1995-06-29,8.9894,PPL US Equity
1995-06-30,9.0474,PPL US Equity
